cafe_id,name,description,website,featured_image,main_category,categories,workday_timing,closed_on,phone,address,review_keywords,link,feature,outdoor,Indoor,RetroVintage,MinimalisCafe,IndustrialCafe,ModernCafe,ArtCafe,PetCafe,BooksCafe,24HoursCafe,MeetingCafe,StudyCafe,goodViews,FamilyCafe,CountryFood,Smoking,NonSmoking,Coffee,NonCoffee,GardenCafe
ChIJsSyuJj_0aS4RcemBZXiAhYc,Kedai Tjikini,"Tempat nongkrong dengan tema klasik menyajikan menu nusantara dan aneka jenis kopi, tersedia Wi-Fi.",http://tjikini.com/,https://lh5.googleusercontent.com/p/AF1QipOSNZtb9u9-FcsqOGtPhuXRzXLw06Gwt8kLp5IS=w408-h271-k-no,Restoran Indonesia,"Restoran Indonesia, Kafe",08.00-22.00,,(021) 31935521,"Kedai Tjikini, Jl. Cikini Raya No.17, RT.16/RW.1, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330","cafe, cemilan, meeting, lontong cap go meh, interior, roti bakar, oldies, selat solo, sarsaparilla, retro",https://www.google.com/maps/place/Kedai+Tjikini/data=!4m7!3m6!1s0x2e69f43f26ae2cb1:0x878580786581e971!8m2!3d-6.1877749!4d106.8368225!16s%2Fg%2F11h09v41y!19sChIJsSyuJj_0aS4RcemBZXiAhYc?authuser=0&hl=id&rclk=1,"outdoor, indoor, vintage, books cafe, meeting cafe, study cafe, smoking, nonsmoking, coffee, noncoffee",1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0
ChIJfYemRwX0aS4RdaYdCViX-5U,Hause Rooftop,"Kafe rooftop yang santai dengan area taman outdoor, serta pemandangan cakrawala Jakarta.",http://www.hausemade.com/,https://lh5.googleusercontent.com/p/AF1QipPZblLNhZtF-SvEr7CpZQmfowxnxTu-Txk3V4_o=w408-h299-k-no,Restoran,"Restoran, Bar, Kafe, Restoran Keluarga, Restoran Vegetarian",09.00-00.00,,(021) 29529852,"Hause Rooftop, Md Place, Jl. Setia Budi Selatan No.7, RT.5/RW.1, Kuningan, Setia Budi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910","cocktail, ambient, sore, romantis, meeting, tanaman, aglio olio, tinggi, nyaman, pencakar langit",https://www.google.com/maps/place/Hause+Rooftop/data=!4m7!3m6!1s0x2e69f40547a6877d:0x95fb9758091da675!8m2!3d-6.207872!4d106.828279!16s%2Fg%2F11bw4bjhy5!19sChIJfYemRwX0aS4RdaYdCViX-5U?authuser=0&hl=id&rclk=1,"outdoor, indoor, modern cafe, meeting cafe, study cafe, good views, family cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
ChIJ-WUWgGbxaS4RpyA6ZgEyvSQ,Kopi Kalyan,"Kedai keren untuk menikmati kreasi kopi, teh, camilan & makanan penutup di tempat elegan bergaya pedesaan.",http://www.kopikalyan.com/,https://lh5.googleusercontent.com/p/AF1QipMqhJOiEXELPoCzalMHm2xmLws4qbwSJNtnqYX5=w408-h306-k-no,Kedai Kopi,Kedai Kopi,06.00-22.00,,(021) 7223712,"Kopi Kalyan, Jl. Cikajang No.61, RT.1/RW.5, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170","smoking area, interior, konsep, valet, kebuli, juara, pisang goreng, bolu pandan, pameran",https://www.google.com/maps/place/Kopi+Kalyan/data=!4m7!3m6!1s0x2e69f166801665f9:0x24bd3201663a20a7!8m2!3d-6.2432855!4d106.8091556!16s%2Fg%2F11c1rtd6jh!19sChIJ-WUWgGbxaS4RpyA6ZgEyvSQ?authuser=0&hl=id&rclk=1,"outdoor, indoor, minimalis cafe, industrial cafe, meeting cafe, study cafe, smoking, nonsmoking, coffee, noncoffee",1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
ChIJp0ZODSz1aS4RdTVv3fRpvPI,Langit Seduh Rooftop,Menu internasional eklektik disajikan di restoran rooftop kasual yang ramai berpanorama kota.,https://langitseduh.com/,https://lh5.googleusercontent.com/p/AF1QipNSuDfHghruy58cyRhy9bUC7VrIQFaGW9UgyK4S=w426-h240-k-no,Kafe,"Kafe, Restoran",17.00-23.30,,0811-1022-433,"Langit Seduh Rooftop, Jl. Taman Kebon Sirih 1 No.3, Kp. Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250","hotel, foto, pemandangan, sandal jepit, tinggi, kolam renang, senja, langitnya, pacar, romantis",https://www.google.com/maps/place/Langit+Seduh+Rooftop/data=!4m7!3m6!1s0x2e69f52c0d4e46a7:0xf2bc69f4dd6f3575!8m2!3d-6.1835275!4d106.8206531!16s%2Fg%2F11gmggrq_8!19sChIJp0ZODSz1aS4RdTVv3fRpvPI?authuser=0&hl=id&rclk=1,"outdoor, modern cafe, good views, family cafe, smoking, coffee, noncoffee, garden cafe",1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1
ChIJy7e0JS_0aS4R95MRrols1bk,Saudagar Kopi Sabang,Kafe nyaman dengan interior santai yang menyajikan kopi premium & kuliner lokal populer.,http://www.saudagar-kopi.com/,https://lh3.googleusercontent.com/gps-proxy/AFm_dcSIR7o86r_HS_688HBgwdczPIrMe8ja_RlWdLWOrNx83eoKrsIJ7nwtxsBPDL1R-hSWwJeVRkh2Hs0vf24POeyhqSluh5mATpmcMds9B1QgdZ026rPdwhIwuYFHZSr261QjDLb5zdaS22L2aGcdLml-B6O1n5pD30nThfKAGX0svMdZAIkpMRHX=w408-h339-k-no,Kedai Kopi,"Kedai Kopi, Kafe",07.00-23.00,,(021) 3143270,"Saudagar Kopi Sabang, Jl. H. Agus Salim No.26F, RT.2/RW.1, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340","lantai, nasi goreng, rum, rawon, singkong, tempura, kue cubit, pisang, berat, teh tarik",https://www.google.com/maps/place/Saudagar+Kopi+Sabang/data=!4m7!3m6!1s0x2e69f42f25b4b7cb:0xb9d56c89ae1193f7!8m2!3d-6.1847025!4d106.8248598!16s%2Fg%2F1ygvswqs_!19sChIJy7e0JS_0aS4R95MRrols1bk?authuser=0&hl=id&rclk=1,"outdoor, indoor, vintage, minimalis cafe, study cafe, smoking, nonsmoking, coffee, noncoffee",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
ChIJf6MNsRj0aS4RDjI7MBqjIG4,"1/15 Coffee, Menteng",,http://www.1-15coffee.com/,https://lh5.googleusercontent.com/p/AF1QipNRLbKSq20m-gXN-3ctwhrObHjZy094AWPSvcmO=w424-h240-k-no,Kedai Kopi,"Kedai Kopi, Kafe",07.00-21.00,,0812-9000-2128,"1/15 Coffee, Menteng, Jl. Dr. Kusuma Atmaja No.79, RT.10/RW.4, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310","brunch, churros, pork, roti kaya bakar, derau, eggs benedict, pandan, valet, wajan penggorengan datar","https://www.google.com/maps/place/1%2F15+Coffee,+Menteng/data=!4m7!3m6!1s0x2e69f418b10da37f:0x6e20a31a303b320e!8m2!3d-6.1978752!4d106.8242366!16s%2Fg%2F11d_wx9jpd!19sChIJf6MNsRj0aS4RDjI7MBqjIG4?authuser=0&hl=id&rclk=1","outdoor, indoor, minimalis cafe, modern cafe, meeting cafe, study cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
ChIJ0aVF46v2aS4Rnh8lZ3d5tUQ,Goedkoop,"Menyediakan aneka jenis kopi, makanan dan cemilan khas Belanda. Ruangan yg luas dan tersedia wifi.",https://instagram.com/goedkoopjkt?igshid=YmMyMTA2M2Y=,https://lh5.googleusercontent.com/p/AF1QipPBxVKoRcgOJekpCL32bKHX5WH8l49jim2SP04m=w408-h306-k-no,Kedai Kopi,Kedai Kopi,09.00-22.00,,(021) 5734430,"Goedkoop, Jl. Bendungan Hilir No.62, RT.5/RW.1, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","poffertjes, piano, smoking room, bitterballen, steak, hidangan belanda, spaghetti, bon bon, main course, serai",https://www.google.com/maps/place/Goedkoop/data=!4m7!3m6!1s0x2e69f6abe345a5d1:0x44b5797767251f9e!8m2!3d-6.2128838!4d106.8127817!16s%2Fg%2F1yh5t8xyl!19sChIJ0aVF46v2aS4Rnh8lZ3d5tUQ?authuser=0&hl=id&rclk=1,"outdoor, indoor, vintage, meeting cafe, study cafe, family cafe, smoking, nonsmoking, coffee, noncoffee",1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
ChIJZevTJgz1aS4RglNKF1FgdNA,Fami Cafe grand indonesia,,https://www.grand-indonesia.com/shopping-directory/famicafe/?location=famicafe,https://lh5.googleusercontent.com/p/AF1QipPdlm_hj3zFFsSffEZ6KmicdGQ7ARNPu8WYGllS=w408-h306-k-no,Kafe,Kafe,11.00-20.00,,0811-9770-0052,"RR39+WX3 Fami Cafe grand indonesia, Foodprint, grand Indonesia shopping Town fifth floor, Jl. M.H. Thamrin, Kebon Melati, Tanah Abang, Central Jakarta City, Jakarta 10230","harga, mall, keluarga, food court, cemilan, strategis, pelayanan, jual, santai, air mineral",https://www.google.com/maps/place/Fami+Cafe+grand+indonesia/data=!4m7!3m6!1s0x2e69f50c26d3eb65:0xd0746051174a5382!8m2!3d-6.1952393!4d106.819922!16s%2Fg%2F11jfch_bzq!19sChIJZevTJgz1aS4RglNKF1FgdNA?authuser=0&hl=id&rclk=1,"indoor, modern cafe, meeting cafe, study cafe, family cafe, nonsmoking, coffee, noncoffee",0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0
ChIJHxRrAlzxaS4ROnIj33hO9qc,Pison Coffee Jakarta,"Kafe kontemporer yang ramai dengan interior keren, camilan khas lokal, & menu brunch yang populer.",https://pisoncoffeejakarta.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,https://lh5.googleusercontent.com/p/AF1QipOE5AG2V_FRB9MVrvjnYAYiBvAo6X9ax0phhpBQ=w426-h240-k-no,Kafe,"Kafe, Kedai Sarapan & Makan Siang, Kedai Kopi, Toko kopi, Restoran makan siang, Restoran",08.00-22.00,,(021) 27081698,"Pison Coffee Jakarta, Jl. Kertanegara Jl. Senopati No.70, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160","avocado, valet, fried rice, brunch, meeting, buntut sapi, salmon, pesto, long black",https://www.google.com/maps/place/Pison+Coffee+Jakarta/data=!4m7!3m6!1s0x2e69f15c026b141f:0xa7f64e78df23723a!8m2!3d-6.2336553!4d106.8118554!16s%2Fg%2F11dztjmf6w!19sChIJHxRrAlzxaS4ROnIj33hO9qc?authuser=0&hl=id&rclk=1,"outdoor, indoor, industrial cafe, modern cafe, meeting cafe, study cafe, smoking, nonsmoking, coffee, noncoffee",1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
ChIJHcLzQRLxaS4Rmhp-mn31HRc,One Fifteenth Coffee,Menyediakan makanan ringan dan beragam pilihan kopi dari berbagai daerah dgn dekorasi yg bergaya industrial.,http://www.1-15coffee.com/,https://lh5.googleusercontent.com/p/AF1QipMqQw3S-VeaOKGE1nfWlxWk_-4EsVkO-6bz-aUe=w426-h240-k-no,Kedai Kopi,"Kedai Kopi, Kedai Sarapan, Kafe",07.00-21.00,,(021) 7225678,"One Fifteenth Coffee, Jl. Gandaria 1 No.63, RT.2/RW.3, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130","smoking area, babi, brunch, lantai, pandan, kopi asal tunggal, flat white, wajan penggorengan datar, eggs benedict, orak arik",https://www.google.com/maps/place/One+Fifteenth+Coffee/data=!4m7!3m6!1s0x2e69f11241f3c21d:0x171df57d9a7e1a9a!8m2!3d-6.2480978!4d106.7903864!16s%2Fg%2F119v8_btb!19sChIJHcLzQRLxaS4Rmhp-mn31HRc?authuser=0&hl=id&rclk=1,"outdoor, indoor, minimalis cafe, modern cafe, art cafe, books cafe, meeting cafe, study cafe, family cafe, smoking, nonsmoking, coffee, noncoffee",1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0
ChIJMZdo9l7xaS4RX260ajTz9-Q,Crematology,"Tempat nongkrong dengan dekor modern klasik yang menciptakan suasana nyaman, plus tempat duduk luar ruangan.",https://www.facebook.com/Crematology/,https://lh5.googleusercontent.com/p/AF1QipNcS2RCfqDf3XRxdWO-VOlkR8jh7zckgztHzOE4=w426-h240-k-no,Kedai Kopi,"Kedai Kopi, Kafe",08.00-23.00,,(021) 72780012,"Crematology, Jl. Suryo No.25, RT.3/RW.6, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180","meeting, waffle, interior, santai, valet, churros, smoking area, aglio olio, oreo, akses internet",https://www.google.com/maps/place/Crematology/data=!4m7!3m6!1s0x2e69f15ef6689731:0xe4f7f3346ab46e5f!8m2!3d-6.2353933!4d106.8138413!16s%2Fg%2F1yh9sqb9r!19sChIJMZdo9l7xaS4RX260ajTz9-Q?authuser=0&hl=id&rclk=1,"outdoor, indoor, minimalis cafe, modern cafe, meeting cafe, study cafe, family cafe, smoking, nonsmoking, coffee, noncoffee",1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0
ChIJJ0U1TiD0aS4RS43bPQZK6Dw,Djournal Coffee,,https://www.ismaya.com/djournal,https://lh5.googleusercontent.com/p/AF1QipOm82RMT6jR0fn-nozvm7KR8nf_I4ct2yShoSbe=w426-h240-k-no,Kafe,"Kafe, Kedai Kopi",09.00-22.00,,(021) 23581835,"Djournal Coffee, Grand Indonesia West Mall Ground Floor Lobby Pandawa, Jl M.H Thamrin No 1, Kebon Melati, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310","mall, smoking, meeting, caramel, colokan, chat, duduk, cawan, long black",https://www.google.com/maps/place/Djournal+Coffee/data=!4m7!3m6!1s0x2e69f4204e354527:0x3ce84a063ddb8d4b!8m2!3d-6.1948517!4d106.8203162!16s%2Fg%2F11b8zzjs7y!19sChIJJ0U1TiD0aS4RS43bPQZK6Dw?authuser=0&hl=id&rclk=1,"outdoor, indoor, minimalis cafe, modern cafe, meeting cafe, study cafe, family cafe, smoking, nonsmoking, coffee, noncoffee",1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0
